NIL;Classe_eta_capofamiglia;Genere_capofamiglia;Numero_componenti;Tipologia_familiare;Cittadinanza;famiglie_2007;famiglie_2008;famiglie_2009;famiglie_2010;famiglie_2011;famiglie_2012;famiglie_2013;famiglie_2014;famiglie_2015
Affori;65-79;Femmine;2;Coppia convivente senza figli;Italia;4;5;5;5;5;4;4;4;5
Affori;65-79;Femmine;2;Coppia sposata senza figli;Cina;1;1;1;0;0;0;0;0;2
Affori;65-79;Femmine;2;Coppia sposata senza figli;Italia;24;24;23;25;28;37;36;40;43
Affori;65-79;Femmine;2;Coppia sposata senza figli;Perù;0;0;0;0;0;0;0;1;0
Affori;65-79;Femmine;2;Monogenitore con almeno un figlio minorenne;Altri paesi;0;0;0;0;0;0;0;0;1
Affori;65-79;Femmine;2;Monogenitore con figli tutti maggiorenni;Altri paesi;0;0;0;0;0;0;0;1;0
Affori;65-79;Femmine;2;Monogenitore con figli tutti maggiorenni;Italia;126;116;120;121;116;118;116;117;115
Affori;65-79;Femmine;3;Altre tipologie;Italia;1;4;4;2;4;4;4;2;2
Affori;65-79;Femmine;3;Coppia convivente con figli tutti maggiorenni;Italia;1;1;1;1;1;1;0;0;0
Affori;65-79;Femmine;3;Coppia sposata con figli tutti maggiorenni;Italia;5;8;9;9;10;10;9;9;8
Affori;65-79;Femmine;3;Coppia sposata senza figli;Italia;0;0;0;1;2;1;1;1;0
Affori;65-79;Femmine;3;Monogenitore con figli tutti maggiorenni;Altri paesi;1;1;1;1;1;0;1;1;0
Affori;65-79;Femmine;3;Monogenitore con figli tutti maggiorenni;Italia;23;21;20;19;19;20;24;19;20
Affori;65-79;Femmine;4;Altre tipologie;Italia;1;0;0;0;0;0;1;0;1
Affori;65-79;Femmine;4;Coppia convivente con figli tutti maggiorenni;Italia;0;0;0;0;0;1;0;0;0
Affori;65-79;Femmine;4;Coppia convivente con figli tutti maggiorenni;Perù;0;0;0;0;0;0;0;0;1
Affori;65-79;Femmine;4;Coppia sposata con figli tutti maggiorenni;Italia;1;0;0;0;1;1;0;0;0
Affori;65-79;Femmine;4;Monogenitore con figli tutti maggiorenni;Italia;11;8;8;8;9;10;12;12;10
Affori;65-79;Maschi;1;Single;Altri paesi;1;1;2;3;3;3;3;3;5
Affori;65-79;Maschi;1;Single;Cina;0;0;0;1;0;1;1;1;1
Affori;65-79;Maschi;1;Single;Ecuador;0;0;0;1;1;1;1;0;0
Affori;65-79;Maschi;1;Single;Egitto;0;0;0;0;0;0;1;1;1
Affori;65-79;Maschi;1;Single;Filippine;0;0;1;1;1;1;0;0;1
Affori;65-79;Maschi;1;Single;Italia;217;227;234;234;255;255;248;263;267
Affori;65-79;Maschi;1;Single;Perù;0;0;0;0;1;1;2;1;3
Affori;65-79;Maschi;1;Single;Sri Lanka;0;0;0;0;1;2;2;1;1
Affori;65-79;Maschi;2;Altre tipologie;Altri paesi;0;0;1;1;1;1;1;0;0
Affori;65-79;Maschi;2;Altre tipologie;Filippine;0;0;0;0;0;0;1;1;1
Affori;65-79;Maschi;2;Altre tipologie;Italia;8;6;8;4;5;7;7;4;5
Affori;65-79;Maschi;2;Coppia convivente senza figli;Altri paesi;0;0;0;0;0;0;1;1;1
Affori;65-79;Maschi;2;Coppia convivente senza figli;Cina;1;1;1;1;1;0;0;1;2
Affori;65-79;Maschi;2;Coppia convivente senza figli;Italia;3;2;3;4;3;2;2;3;5
Affori;65-79;Maschi;2;Coppia convivente senza figli;Perù;0;0;0;0;0;1;1;1;1
Affori;65-79;Maschi;2;Coppia sposata senza figli;Altri paesi;4;4;4;3;3;3;4;2;1
Affori;65-79;Maschi;2;Coppia sposata senza figli;Cina;0;0;0;0;0;1;2;2;3
Affori;65-79;Maschi;2;Coppia sposata senza figli;Filippine;0;0;1;1;1;2;3;2;2
Affori;65-79;Maschi;2;Coppia sposata senza figli;Italia;769;773;773;770;818;820;799;815;798
Affori;65-79;Maschi;2;Coppia sposata senza figli;Sri Lanka;0;0;0;1;1;1;1;1;0
Affori;65-79;Maschi;2;Monogenitore con almeno un figlio minorenne;Italia;0;0;0;0;1;0;0;0;0
Affori;65-79;Maschi;2;Monogenitore con figli tutti maggiorenni;Italia;33;29;26;26;21;24;24;21;22
Affori;65-79;Maschi;3;Coppia convivente con figli tutti maggiorenni;Italia;1;0;0;0;0;0;1;0;0
Affori;65-79;Maschi;3;Coppia convivente senza figli;Italia;0;1;0;0;0;0;0;0;0
Affori;65-79;Maschi;3;Coppia sposata con almeno un figlio minorenne;Italia;1;1;3;3;3;5;5;8;6
Affori;65-79;Maschi;3;Coppia sposata con figli tutti maggiorenni;Italia;209;213;202;185;197;200;208;200;191
Affori;65-79;Maschi;3;Coppia sposata senza figli;Altri paesi;0;1;1;1;1;1;0;0;0
Affori;65-79;Maschi;3;Coppia sposata senza figli;Italia;10;7;7;11;11;11;9;11;13
Affori;65-79;Maschi;3;Monogenitore con almeno un figlio minorenne;Filippine;0;0;0;0;0;0;0;0;1
Affori;65-79;Maschi;3;Monogenitore con almeno un figlio minorenne;Italia;0;0;0;0;1;0;0;0;0
Affori;65-79;Maschi;3;Monogenitore con figli tutti maggiorenni;Italia;3;6;6;4;6;7;9;6;6
Affori;65-79;Maschi;4;Altre tipologie;Italia;0;0;0;0;0;0;0;1;1
Affori;65-79;Maschi;4;Coppia convivente con almeno un figlio minorenne;Cina;0;0;0;0;0;0;0;1;1
Affori;65-79;Maschi;4;Coppia sposata con almeno un figlio minorenne;Filippine;0;0;1;1;1;1;1;1;1
Affori;65-79;Maschi;4;Coppia sposata con almeno un figlio minorenne;Italia;2;4;1;2;1;3;3;2;2
Affori;65-79;Maschi;4;Coppia sposata con almeno un figlio minorenne;Perù;0;0;0;0;0;1;1;1;1
Affori;65-79;Maschi;4;Coppia sposata con figli tutti maggiorenni;Altri paesi;0;0;0;0;0;0;0;1;2
Affori;65-79;Maschi;4;Coppia sposata con figli tutti maggiorenni;Cina;0;0;0;0;0;1;1;0;2
Affori;65-79;Maschi;4;Coppia sposata con figli tutti maggiorenni;Italia;58;50;48;48;47;46;42;45;37
Affori;65-79;Maschi;4;Coppia sposata senza figli;Italia;0;0;0;1;1;0;0;0;1
Affori;65-79;Maschi;4;Monogenitore con figli tutti maggiorenni;Italia;2;2;1;1;1;1;0;0;1
Affori;80 e +;Femmine;1;Single;Altri paesi;0;0;1;1;2;1;1;1;2
Affori;80 e +;Femmine;1;Single;Italia;390;416;422;444;493;495;517;544;565
Affori;80 e +;Femmine;2;Altre tipologie;Italia;6;9;7;7;11;9;9;10;16
Affori;80 e +;Femmine;2;Coppia sposata senza figli;Italia;1;2;2;2;2;1;2;5;7
Affori;80 e +;Femmine;2;Monogenitore con figli tutti maggiorenni;Italia;45;46;54;57;66;73;75;81;84
Affori;80 e +;Femmine;3;Altre tipologie;Italia;0;0;0;1;2;2;1;1;1
Affori;80 e +;Femmine;3;Coppia convivente con figli tutti maggiorenni;Italia;0;0;0;0;0;0;2;2;1
Affori;80 e +;Femmine;3;Monogenitore con figli tutti maggiorenni;Italia;6;6;10;8;12;11;10;8;6
Affori;80 e +;Femmine;4;Monogenitore con almeno un figlio minorenne;Italia;0;0;0;0;0;0;1;0;0
Affori;80 e +;Femmine;4;Monogenitore con figli tutti maggiorenni;Altri paesi;0;0;0;1;0;1;1;0;0
Affori;80 e +;Femmine;4;Monogenitore con figli tutti maggiorenni;Italia;1;2;2;2;2;2;1;2;2
Affori;80 e +;Maschi;1;Single;Ecuador;0;0;0;0;0;0;1;1;0
Affori;80 e +;Maschi;1;Single;Italia;68;71;76;77;93;104;113;121;125
Affori;80 e +;Maschi;2;Altre tipologie;Altri paesi;1;0;0;0;0;0;0;0;0
Affori;80 e +;Maschi;2;Altre tipologie;Italia;1;3;2;4;5;5;6;7;6
Affori;80 e +;Maschi;2;Coppia convivente senza figli;Cina;0;0;0;0;0;1;1;0;0
Affori;80 e +;Maschi;2;Coppia convivente senza figli;Italia;2;2;2;2;3;1;1;2;0
Affori;80 e +;Maschi;2;Coppia sposata senza figli;Altri paesi;0;0;0;1;1;1;1;1;2
Affori;80 e +;Maschi;2;Coppia sposata senza figli;Italia;179;192;211;216;235;257;264;277;282
Affori;80 e +;Maschi;2;Monogenitore con figli tutti maggiorenni;Italia;5;7;8;5;7;9;12;16;15
Affori;80 e +;Maschi;3;Altre tipologie;Italia;1;1;0;0;0;0;0;1;1
Affori;80 e +;Maschi;3;Coppia convivente con figli tutti maggiorenni;Italia;1;1;1;1;0;0;0;0;0
Affori;80 e +;Maschi;3;Coppia sposata con figli tutti maggiorenni;Italia;20;22;22;21;30;29;32;34;33
Affori;80 e +;Maschi;3;Coppia sposata senza figli;Italia;0;1;3;2;3;3;3;3;2
Affori;80 e +;Maschi;3;Monogenitore con figli tutti maggiorenni;Italia;2;1;1;2;2;2;3;2;1
Affori;80 e +;Maschi;4;Coppia sposata con figli tutti maggiorenni;Italia;2;1;2;3;4;6;4;5;5
Affori;80 e +;Maschi;4;Monogenitore con figli tutti maggiorenni;Italia;0;0;0;0;0;1;0;0;0
Baggio;18-34;Femmine;1;Single;Altri paesi;85;86;92;89;91;102;98;95;101
Baggio;18-34;Femmine;1;Single;Cina;0;0;3;2;5;12;11;8;9
Baggio;18-34;Femmine;1;Single;Ecuador;30;21;22;26;20;14;12;8;6
Baggio;18-34;Femmine;1;Single;Egitto;1;2;1;1;2;3;3;3;2
Baggio;18-34;Femmine;1;Single;Filippine;14;15;16;18;27;22;17;19;17
Baggio;18-34;Femmine;1;Single;Italia;293;269;262;281;254;246;247;257;252
Baggio;18-34;Femmine;1;Single;Perù;27;23;28;41;49;39;36;30;30
Baggio;18-34;Femmine;1;Single;Sri Lanka;2;3;4;6;7;5;9;5;4
Baggio;18-34;Femmine;2;Altre tipologie;Altri paesi;3;2;1;0;1;2;0;1;3
Baggio;18-34;Femmine;2;Altre tipologie;Ecuador;0;0;1;0;0;0;0;0;0
Baggio;18-34;Femmine;2;Altre tipologie;Filippine;2;1;1;1;1;2;1;1;1
Baggio;18-34;Femmine;2;Altre tipologie;Italia;7;7;7;9;11;9;12;19;19
Baggio;18-34;Femmine;2;Altre tipologie;Perù;1;1;1;1;1;1;1;4;1
Baggio;18-34;Femmine;2;Altre tipologie;Sri Lanka;0;0;0;0;0;0;0;0;1
Baggio;18-34;Femmine;2;Coppia convivente senza figli;Altri paesi;0;1;1;2;5;5;3;2;2
Baggio;18-34;Femmine;2;Coppia convivente senza figli;Ecuador;0;0;0;0;1;1;2;1;1
Baggio;18-34;Femmine;2;Coppia convivente senza figli;Filippine;0;0;2;1;0;0;0;0;1
Baggio;18-34;Femmine;2;Coppia convivente senza figli;Italia;11;13;14;15;14;17;12;16;13
Baggio;18-34;Femmine;2;Coppia convivente senza figli;Perù;1;0;0;2;1;2;1;1;1
Baggio;18-34;Femmine;2;Coppia convivente senza figli;Sri Lanka;0;0;0;1;1;0;1;1;0
Baggio;18-34;Femmine;2;Coppia sposata senza figli;Altri paesi;4;1;3;4;2;5;7;7;10
Baggio;18-34;Femmine;2;Coppia sposata senza figli;Cina;1;1;0;0;0;0;0;0;0
Baggio;18-34;Femmine;2;Coppia sposata senza figli;Ecuador;0;1;1;1;0;0;0;0;0
Baggio;18-34;Femmine;2;Coppia sposata senza figli;Egitto;0;0;0;0;1;0;0;0;0
Baggio;18-34;Femmine;2;Coppia sposata senza figli;Filippine;1;1;1;1;0;0;0;0;0
Baggio;18-34;Femmine;2;Coppia sposata senza figli;Italia;21;21;18;22;23;21;17;17;21
Baggio;18-34;Femmine;2;Coppia sposata senza figli;Perù;1;3;1;1;0;0;0;0;0
Baggio;18-34;Femmine;2;Coppia sposata senza figli;Sri Lanka;0;0;0;0;0;1;1;1;0
Baggio;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Altri paesi;8;13;18;24;24;28;28;25;23
Baggio;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Cina;1;1;1;1;2;3;3;1;2
Baggio;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Ecuador;10;10;11;5;3;6;7;3;4
Baggio;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Egitto;0;0;1;2;0;1;0;0;0
Baggio;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Filippine;4;4;3;4;8;1;1;2;2
Baggio;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Italia;63;56;49;48;49;39;40;41;42
Baggio;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Perù;13;10;6;4;8;6;10;11;12
Baggio;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Sri Lanka;0;0;1;0;1;0;0;1;0
Baggio;18-34;Femmine;2;Monogenitore con figli tutti maggiorenni;Altri paesi;0;0;0;0;0;0;0;0;1
Baggio;18-34;Femmine;2;Monogenitore con figli tutti maggiorenni;Ecuador;0;0;1;0;0;0;0;0;0
Baggio;18-34;Femmine;3;Altre tipologie;Altri paesi;0;0;1;1;1;1;2;1;1
Baggio;18-34;Femmine;3;Altre tipologie;Italia;3;1;2;1;2;2;0;1;2
Baggio;18-34;Femmine;3;Altre tipologie;Perù;0;0;0;0;0;0;0;0;1
Baggio;18-34;Femmine;3;Coppia convivente con almeno un figlio minorenne;Altri paesi;2;3;1;2;4;6;4;4;4
Baggio;18-34;Femmine;3;Coppia convivente con almeno un figlio minorenne;Cina;1;0;0;0;0;0;0;0;0
Baggio;18-34;Femmine;3;Coppia convivente con almeno un figlio minorenne;Ecuador;2;2;2;3;5;5;2;0;0
Baggio;18-34;Femmine;3;Coppia convivente con almeno un figlio minorenne;Egitto;0;0;0;0;1;0;0;0;1
Baggio;18-34;Femmine;3;Coppia convivente con almeno un figlio minorenne;Filippine;1;0;0;0;2;1;2;1;1
Baggio;18-34;Femmine;3;Coppia convivente con almeno un figlio minorenne;Italia;7;11;10;8;16;15;15;12;12
Baggio;18-34;Femmine;3;Coppia convivente con almeno un figlio minorenne;Perù;1;0;1;2;5;4;4;4;3
Baggio;18-34;Femmine;3;Coppia convivente con almeno un figlio minorenne;Sri Lanka;0;0;1;1;2;2;1;1;2
Baggio;18-34;Femmine;3;Coppia convivente senza figli;Altri paesi;0;0;0;0;0;1;0;0;0
Baggio;18-34;Femmine;3;Coppia convivente senza figli;Italia;0;0;1;1;0;1;1;2;1
Baggio;18-34;Femmine;3;Coppia sposata con almeno un figlio minorenne;Altri paesi;2;2;3;2;3;5;7;10;5
Baggio;18-34;Femmine;3;Coppia sposata con almeno un figlio minorenne;Ecuador;0;1;1;1;2;1;2;1;1
Baggio;18-34;Femmine;3;Coppia sposata con almeno un figlio minorenne;Egitto;0;0;0;0;0;0;0;1;0
Baggio;18-34;Femmine;3;Coppia sposata con almeno un figlio minorenne;Filippine;2;3;2;2;2;3;3;1;1
Baggio;18-34;Femmine;3;Coppia sposata con almeno un figlio minorenne;Italia;25;21;21;15;16;13;16;17;15
Baggio;18-34;Femmine;3;Coppia sposata con almeno un figlio minorenne;Perù;1;0;1;1;2;2;1;1;0
Baggio;18-34;Femmine;3;Coppia sposata con almeno un figlio minorenne;Sri Lanka;1;1;0;0;0;1;0;0;0
Baggio;18-34;Femmine;3;Monogenitore con almeno un figlio minorenne;Altri paesi;2;0;2;1;5;7;6;4;4
Baggio;18-34;Femmine;3;Monogenitore con almeno un figlio minorenne;Cina;0;1;1;0;1;1;0;1;0
Baggio;18-34;Femmine;3;Monogenitore con almeno un figlio minorenne;Ecuador;0;1;1;1;2;0;1;0;1
Baggio;18-34;Femmine;3;Monogenitore con almeno un figlio minorenne;Egitto;0;0;0;0;1;0;0;0;1
Baggio;18-34;Femmine;3;Monogenitore con almeno un figlio minorenne;Filippine;1;1;0;0;0;0;1;0;0
Baggio;18-34;Femmine;3;Monogenitore con almeno un figlio minorenne;Italia;10;10;5;8;10;8;7;7;12
Baggio;18-34;Femmine;3;Monogenitore con almeno un figlio minorenne;Perù;0;0;0;1;2;1;2;2;4
Baggio;18-34;Femmine;3;Monogenitore con figli tutti maggiorenni;Italia;0;0;0;0;0;1;1;1;1
Baggio;18-34;Femmine;4;Altre tipologie;Italia;0;0;0;1;1;1;1;1;0
Baggio;18-34;Femmine;4;Coppia convivente con almeno un figlio minorenne;Altri paesi;0;0;1;0;3;2;4;6;6
Baggio;18-34;Femmine;4;Coppia convivente con almeno un figlio minorenne;Cina;0;0;0;0;0;0;0;0;1
Baggio;18-34;Femmine;4;Coppia convivente con almeno un figlio minorenne;Ecuador;1;1;0;0;0;0;1;0;1
Baggio;18-34;Femmine;4;Coppia convivente con almeno un figlio minorenne;Filippine;1;2;2;1;1;2;2;2;1
Baggio;18-34;Femmine;4;Coppia convivente con almeno un figlio minorenne;Italia;5;6;5;8;7;6;3;3;4
Baggio;18-34;Femmine;4;Coppia convivente con almeno un figlio minorenne;Perù;1;1;0;1;1;3;3;2;1
Baggio;18-34;Femmine;4;Coppia sposata con almeno un figlio minorenne;Altri paesi;3;2;2;3;4;5;6;5;7
Baggio;18-34;Femmine;4;Coppia sposata con almeno un figlio minorenne;Cina;0;1;1;0;0;0;0;0;0
Baggio;18-34;Femmine;4;Coppia sposata con almeno un figlio minorenne;Ecuador;1;1;1;1;1;2;1;1;1
Baggio;18-34;Femmine;4;Coppia sposata con almeno un figlio minorenne;Egitto;1;1;1;1;1;1;1;1;1
Baggio;18-34;Femmine;4;Coppia sposata con almeno un figlio minorenne;Filippine;3;2;2;2;2;2;1;2;2
Baggio;18-34;Femmine;4;Coppia sposata con almeno un figlio minorenne;Italia;18;16;13;14;19;18;14;15;12
Baggio;18-34;Femmine;4;Coppia sposata con almeno un figlio minorenne;Perù;0;0;0;0;1;1;0;0;0
Baggio;18-34;Femmine;4;Coppia sposata con almeno un figlio minorenne;Sri Lanka;0;0;1;0;0;1;2;2;2
Baggio;18-34;Femmine;4;Monogenitore con almeno un figlio minorenne;Altri paesi;0;1;0;0;1;1;1;1;1
Baggio;18-34;Femmine;4;Monogenitore con almeno un figlio minorenne;Filippine;0;0;0;0;0;0;0;1;0
Baggio;18-34;Femmine;4;Monogenitore con almeno un figlio minorenne;Italia;4;3;2;2;2;2;4;3;2
Baggio;18-34;Femmine;4;Monogenitore con figli tutti maggiorenni;Perù;0;0;0;0;0;0;1;0;0
Baggio;18-34;Maschi;1;Single;Altri paesi;110;108;120;119;124;126;107;112;112
Baggio;18-34;Maschi;1;Single;Cina;7;6;10;10;10;10;10;10;12
Baggio;18-34;Maschi;1;Single;Ecuador;31;26;24;18;14;17;19;14;12
Baggio;18-34;Maschi;1;Single;Egitto;40;38;34;57;67;87;93;78;91
Baggio;18-34;Maschi;1;Single;Filippine;12;9;11;21;20;28;22;21;20
Baggio;18-34;Maschi;1;Single;Italia;298;287;280;304;269;266;260;288;269
Baggio;18-34;Maschi;1;Single;Perù;30;26;30;39;35;38;36;29;30
Baggio;18-34;Maschi;1;Single;Sri Lanka;17;13;15;18;20;17;11;13;12
Baggio;18-34;Maschi;2;Altre tipologie;Altri paesi;0;0;6;10;3;7;3;3;7
Baggio;18-34;Maschi;2;Altre tipologie;Cina;2;2;2;0;0;0;0;0;0
Baggio;18-34;Maschi;2;Altre tipologie;Ecuador;2;2;0;0;2;0;0;0;2
Baggio;18-34;Maschi;2;Altre tipologie;Egitto;0;0;0;0;0;0;0;0;2
Baggio;18-34;Maschi;2;Altre tipologie;Filippine;0;0;0;0;0;0;2;2;3
Baggio;18-34;Maschi;2;Altre tipologie;Italia;46;44;39;25;21;16;18;21;22
Baggio;18-34;Maschi;2;Altre tipologie;Perù;0;0;0;0;0;3;0;0;0
Baggio;18-34;Maschi;2;Altre tipologie;Sri Lanka;0;2;0;0;0;0;0;2;2
Baggio;18-34;Maschi;2;Coppia convivente senza figli;Altri paesi;4;0;2;4;3;5;5;2;0
Baggio;18-34;Maschi;2;Coppia convivente senza figli;Cina;0;0;0;0;0;0;0;2;2
Baggio;18-34;Maschi;2;Coppia convivente senza figli;Ecuador;4;5;6;4;2;2;0;0;0
Baggio;18-34;Maschi;2;Coppia convivente senza figli;Egitto;0;2;2;0;0;0;0;3;5
Baggio;18-34;Maschi;2;Coppia convivente senza figli;Filippine;2;2;0;0;0;0;2;2;0
Baggio;18-34;Maschi;2;Coppia convivente senza figli;Italia;46;48;33;35;32;30;42;30;27
Baggio;18-34;Maschi;2;Coppia convivente senza figli;Perù;2;0;2;2;0;0;0;0;0
Baggio;18-34;Maschi;2;Coppia convivente senza figli;Sri Lanka;0;0;2;0;0;0;0;2;4
Baggio;18-34;Maschi;2;Coppia sposata senza figli;Altri paesi;17;11;19;11;11;14;11;11;11
Baggio;18-34;Maschi;2;Coppia sposata senza figli;Ecuador;0;0;0;4;3;4;3;2;2
Baggio;18-34;Maschi;2;Coppia sposata senza figli;Egitto;0;0;2;4;2;2;0;0;0
Baggio;18-34;Maschi;2;Coppia sposata senza figli;Filippine;2;2;2;0;0;2;0;0;0
Baggio;18-34;Maschi;2;Coppia sposata senza figli;Italia;120;97;81;80;60;55;54;49;53
Baggio;18-34;Maschi;2;Coppia sposata senza figli;Perù;2;0;6;6;0;0;0;2;2
Baggio;18-34;Maschi;2;Coppia sposata senza figli;Sri Lanka;0;0;0;0;0;2;5;2;2
Baggio;18-34;Maschi;2;Monogenitore con almeno un figlio minorenne;Altri paesi;6;9;9;11;7;7;7;3;5
Baggio;18-34;Maschi;2;Monogenitore con almeno un figlio minorenne;Cina;2;2;0;0;0;0;2;0;2
Baggio;18-34;Maschi;2;Monogenitore con almeno un figlio minorenne;Egitto;2;0;2;2;0;2;0;2;0
Baggio;18-34;Maschi;2;Monogenitore con almeno un figlio minorenne;Filippine;0;0;2;6;0;0;0;0;0
Baggio;18-34;Maschi;2;Monogenitore con almeno un figlio minorenne;Italia;6;2;0;2;2;7;4;2;2
Baggio;18-34;Maschi;2;Monogenitore con almeno un figlio minorenne;Perù;0;0;2;8;2;2;0;3;2
Baggio;18-34;Maschi;2;Monogenitore con almeno un figlio minorenne;Sri Lanka;0;5;0;2;4;0;0;0;0
Baggio;18-34;Maschi;2;Monogenitore con figli tutti maggiorenni;Italia;0;0;2;0;0;0;0;2;2
Baggio;18-34;Maschi;3;Altre tipologie;Altri paesi;0;1;1;1;1;2;0;0;0
Baggio;18-34;Maschi;3;Altre tipologie;Italia;11;9;4;1;2;3;3;4;7
Baggio;18-34;Maschi;3;Altre tipologie;Sri Lanka;0;0;0;0;0;0;1;1;1
Baggio;18-34;Maschi;3;Coppia convivente con almeno un figlio minorenne;Altri paesi;0;1;4;8;4;3;2;4;5
Baggio;18-34;Maschi;3;Coppia convivente con almeno un figlio minorenne;Cina;0;0;0;1;1;1;0;0;0
Baggio;18-34;Maschi;3;Coppia convivente con almeno un figlio minorenne;Ecuador;4;3;8;8;3;3;3;1;1
Baggio;18-34;Maschi;3;Coppia convivente con almeno un figlio minorenne;Egitto;0;0;0;0;0;0;2;1;1
Baggio;18-34;Maschi;3;Coppia convivente con almeno un figlio minorenne;Filippine;3;6;7;4;3;3;1;2;4
Baggio;18-34;Maschi;3;Coppia convivente con almeno un figlio minorenne;Italia;23;20;13;17;12;20;24;26;28
Baggio;18-34;Maschi;3;Coppia convivente con almeno un figlio minorenne;Perù;0;0;0;0;2;2;5;5;3
Baggio;18-34;Maschi;3;Coppia convivente con almeno un figlio minorenne;Sri Lanka;1;2;1;1;1;2;1;0;0
Baggio;18-34;Maschi;3;Coppia convivente senza figli;Altri paesi;0;0;0;0;0;0;0;1;0
Baggio;18-34;Maschi;3;Coppia convivente senza figli;Ecuador;0;0;1;0;0;0;0;0;0
Baggio;18-34;Maschi;3;Coppia convivente senza figli;Perù;0;0;0;0;0;0;0;1;1
Baggio;18-34;Maschi;3;Coppia sposata con almeno un figlio minorenne;Altri paesi;8;13;14;17;10;9;5;7;9
Baggio;18-34;Maschi;3;Coppia sposata con almeno un figlio minorenne;Cina;1;0;0;1;0;0;0;0;0
Baggio;18-34;Maschi;3;Coppia sposata con almeno un figlio minorenne;Ecuador;6;3;4;1;2;2;0;1;1
Baggio;18-34;Maschi;3;Coppia sposata con almeno un figlio minorenne;Egitto;5;4;1;0;2;3;3;5;2
Baggio;18-34;Maschi;3;Coppia sposata con almeno un figlio minorenne;Filippine;3;4;3;4;2;1;3;2;2
Baggio;18-34;Maschi;3;Coppia sposata con almeno un figlio minorenne;Italia;77;58;52;46;27;26;22;23;23
Baggio;18-34;Maschi;3;Coppia sposata con almeno un figlio minorenne;Perù;0;2;3;1;3;2;2;0;0
Baggio;18-34;Maschi;3;Coppia sposata con almeno un figlio minorenne;Sri Lanka;2;4;5;5;2;3;3;4;3
Baggio;18-34;Maschi;3;Coppia sposata senza figli;Altri paesi;0;0;0;0;0;0;1;0;0
Baggio;18-34;Maschi;3;Coppia sposata senza figli;Italia;1;1;1;1;1;1;0;0;0
Baggio;18-34;Maschi;3;Monogenitore con almeno un figlio minorenne;Altri paesi;2;1;1;0;0;0;2;2;2
Baggio;18-34;Maschi;3;Monogenitore con almeno un figlio minorenne;Cina;0;0;1;1;1;1;0;0;0
Baggio;18-34;Maschi;3;Monogenitore con almeno un figlio minorenne;Filippine;2;1;3;0;0;0;0;0;0
Baggio;18-34;Maschi;3;Monogenitore con almeno un figlio minorenne;Italia;1;0;0;0;1;0;0;1;0
Baggio;18-34;Maschi;3;Monogenitore con almeno un figlio minorenne;Perù;1;1;1;1;1;0;0;0;0
Baggio;18-34;Maschi;4;Altre tipologie;Egitto;1;0;0;0;0;0;0;0;0
Baggio;18-34;Maschi;4;Altre tipologie;Italia;1;3;1;2;1;2;2;1;1
Baggio;18-34;Maschi;4;Altre tipologie;Perù;0;0;0;0;0;0;0;0;1
Baggio;18-34;Maschi;4;Coppia convivente con almeno un figlio minorenne;Altri paesi;0;1;3;1;1;2;2;1;0
Baggio;18-34;Maschi;4;Coppia convivente con almeno un figlio minorenne;Cina;1;1;0;0;1;1;2;2;1
Baggio;18-34;Maschi;4;Coppia convivente con almeno un figlio minorenne;Ecuador;1;1;1;0;1;1;1;2;1
Baggio;18-34;Maschi;4;Coppia convivente con almeno un figlio minorenne;Egitto;0;0;0;0;0;0;1;2;2
Baggio;18-34;Maschi;4;Coppia convivente con almeno un figlio minorenne;Filippine;1;3;1;3;2;4;4;3;4
Baggio;18-34;Maschi;4;Coppia convivente con almeno un figlio minorenne;Italia;10;10;13;13;12;10;10;11;9
Baggio;18-34;Maschi;4;Coppia convivente con almeno un figlio minorenne;Perù;4;3;4;3;2;1;1;1;1
Baggio;18-34;Maschi;4;Coppia convivente senza figli;Filippine;0;0;0;0;0;0;1;0;0
Baggio;18-34;Maschi;4;Coppia convivente senza figli;Italia;1;0;0;0;0;0;0;0;0
Baggio;18-34;Maschi;4;Coppia sposata con almeno un figlio minorenne;Altri paesi;7;4;10;9;7;8;7;4;8
Baggio;18-34;Maschi;4;Coppia sposata con almeno un figlio minorenne;Cina;3;3;3;0;0;0;0;0;0
Baggio;18-34;Maschi;4;Coppia sposata con almeno un figlio minorenne;Ecuador;0;0;0;2;1;1;1;1;1
Baggio;18-34;Maschi;4;Coppia sposata con almeno un figlio minorenne;Egitto;5;3;6;3;3;4;2;1;2
Baggio;18-34;Maschi;4;Coppia sposata con almeno un figlio minorenne;Filippine;4;5;6;4;2;2;3;3;5
Baggio;18-34;Maschi;4;Coppia sposata con almeno un figlio minorenne;Italia;50;42;29;29;18;18;14;12;13
Baggio;18-34;Maschi;4;Coppia sposata con almeno un figlio minorenne;Perù;0;1;1;3;1;1;3;3;3
Baggio;18-34;Maschi;4;Coppia sposata con almeno un figlio minorenne;Sri Lanka;3;1;3;3;2;3;1;2;1
Baggio;18-34;Maschi;4;Coppia sposata senza figli;Altri paesi;0;1;0;0;0;0;0;1;0
